Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,92,97,
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,359,371,
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,18,20,
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,41,46,
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,117,131,
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,126,134,
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,79,85,
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,393,429,
01/31/2021,01/04/2020,01/30/2021,SC,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Sepsis,Sepsis,A40-A41,35-44,20,20,
01/31/2021,01/04/2020,01/30/2021,SC,Sepsis,Sepsis,A40-A41,45-54,34,34,
01/31/2021,01/04/2020,01/30/2021,SC,Sepsis,Sepsis,A40-A41,55-64,131,131,
01/31/2021,01/04/2020,01/30/2021,SC,Sepsis,Sepsis,A40-A41,65-74,260,260,
01/31/2021,01/04/2020,01/30/2021,SC,Sepsis,Sepsis,A40-A41,75-84,221,221,
01/31/2021,01/04/2020,01/30/2021,SC,Sepsis,Sepsis,A40-A41,85+,131,131,
01/31/2021,01/04/2020,01/30/2021,SC,Sepsis,Sepsis,A40-A41,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Sepsis,Sepsis,A40-A41,All Ages,807,807,
01/31/2021,01/04/2020,01/30/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,32,37,
01/31/2021,01/04/2020,01/30/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,47,56,
01/31/2021,01/04/2020,01/30/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,65,78,
01/31/2021,01/04/2020,01/30/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,48,61,
01/31/2021,01/04/2020,01/30/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,196,236,
01/31/2021,01/04/2020,01/30/2021,SC,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Diabetes,Diabetes,E10-E14,35-44,20,20,
01/31/2021,01/04/2020,01/30/2021,SC,Diabetes,Diabetes,E10-E14,45-54,47,47,
01/31/2021,01/04/2020,01/30/2021,SC,Diabetes,Diabetes,E10-E14,55-64,144,144,
01/31/2021,01/04/2020,01/30/2021,SC,Diabetes,Diabetes,E10-E14,65-74,296,299,
01/31/2021,01/04/2020,01/30/2021,SC,Diabetes,Diabetes,E10-E14,75-84,281,284,
01/31/2021,01/04/2020,01/30/2021,SC,Diabetes,Diabetes,E10-E14,85+,151,152,
01/31/2021,01/04/2020,01/30/2021,SC,Diabetes,Diabetes,E10-E14,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Diabetes,Diabetes,E10-E14,All Ages,946,953,
01/31/2021,01/04/2020,01/30/2021,SC,Obesity,Obesity,E65-E68,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Obesity,Obesity,E65-E68,35-44,18,18,
01/31/2021,01/04/2020,01/30/2021,SC,Obesity,Obesity,E65-E68,45-54,25,26,
01/31/2021,01/04/2020,01/30/2021,SC,Obesity,Obesity,E65-E68,55-64,55,55,
01/31/2021,01/04/2020,01/30/2021,SC,Obesity,Obesity,E65-E68,65-74,65,65,
01/31/2021,01/04/2020,01/30/2021,SC,Obesity,Obesity,E65-E68,75-84,33,33,
01/31/2021,01/04/2020,01/30/2021,SC,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Obesity,Obesity,E65-E68,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Obesity,Obesity,E65-E68,All Ages,209,210,
01/31/2021,01/04/2020,01/30/2021,SC,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Alzheimer disease,Alzheimer disease,G30,65-74,14,14,
01/31/2021,01/04/2020,01/30/2021,SC,Alzheimer disease,Alzheimer disease,G30,75-84,55,55,
01/31/2021,01/04/2020,01/30/2021,SC,Alzheimer disease,Alzheimer disease,G30,85+,127,128,
01/31/2021,01/04/2020,01/30/2021,SC,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Alzheimer disease,Alzheimer disease,G30,All Ages,197,198,
01/31/2021,01/04/2020,01/30/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,52,52,
01/31/2021,01/04/2020,01/30/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,229,229,
01/31/2021,01/04/2020,01/30/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,354,355,
01/31/2021,01/04/2020,01/30/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,644,645,
01/31/2021,01/04/2020,01/30/2021,SC,Renal failure,Renal failure,N17-N19,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Renal failure,Renal failure,N17-N19,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,Renal failure,Renal failure,N17-N19,45-54,28,31,
01/31/2021,01/04/2020,01/30/2021,SC,Renal failure,Renal failure,N17-N19,55-64,107,113,
01/31/2021,01/04/2020,01/30/2021,SC,Renal failure,Renal failure,N17-N19,65-74,240,263,
01/31/2021,01/04/2020,01/30/2021,SC,Renal failure,Renal failure,N17-N19,75-84,220,250,
01/31/2021,01/04/2020,01/30/2021,SC,Renal failure,Renal failure,N17-N19,85+,132,148,
01/31/2021,01/04/2020,01/30/2021,SC,Renal failure,Renal failure,N17-N19,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,Renal failure,Renal failure,N17-N19,All Ages,738,816,
01/31/2021,01/04/2020,01/30/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,28,55,
01/31/2021,01/04/2020,01/30/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,38,77,
01/31/2021,01/04/2020,01/30/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,45,83,
01/31/2021,01/04/2020,01/30/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,62,116,
01/31/2021,01/04/2020,01/30/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,189,363,
01/31/2021,01/04/2020,01/30/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,16,21,
01/31/2021,01/04/2020,01/30/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,51,90,
01/31/2021,01/04/2020,01/30/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,103,212,
01/31/2021,01/04/2020,01/30/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,380,750,
01/31/2021,01/04/2020,01/30/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,741,"1,360",
01/31/2021,01/04/2020,01/30/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,860,"1,627",
01/31/2021,01/04/2020,01/30/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,697,"1,301",
01/31/2021,01/04/2020,01/30/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,"2,853","5,373",
01/31/2021,01/04/2020,01/30/2021,SC,COVID-19,COVID-19,U071,0-24,11,11,
01/31/2021,01/04/2020,01/30/2021,SC,COVID-19,COVID-19,U071,25-34,27,27,
01/31/2021,01/04/2020,01/30/2021,SC,COVID-19,COVID-19,U071,35-44,95,95,
01/31/2021,01/04/2020,01/30/2021,SC,COVID-19,COVID-19,U071,45-54,200,200,
01/31/2021,01/04/2020,01/30/2021,SC,COVID-19,COVID-19,U071,55-64,675,675,
01/31/2021,01/04/2020,01/30/2021,SC,COVID-19,COVID-19,U071,65-74,"1,277","1,277",
01/31/2021,01/04/2020,01/30/2021,SC,COVID-19,COVID-19,U071,75-84,"1,645","1,645",
01/31/2021,01/04/2020,01/30/2021,SC,COVID-19,COVID-19,U071,85+,"1,449","1,449",
01/31/2021,01/04/2020,01/30/2021,SC,COVID-19,COVID-19,U071,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SC,COVID-19,COVID-19,U071,All Ages,"5,379","5,379",
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,23,27,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,81,84,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,147,154,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,149,153,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,184,186,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,597,617,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,12,13,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,48,54,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,85,92,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,78,79,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,226,241,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,11,11,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,33,33,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,54,54,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,47,47,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,28,28,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,177,177,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory failure,J96,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory failure,J96,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory failure,J96,45-54,25,26,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory failure,J96,55-64,71,72,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory failure,J96,65-74,152,158,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory failure,J96,75-84,167,173,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory failure,J96,85+,173,177,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory failure,J96,All Ages,600,619,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,45-54,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,75-84,11,11,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,85+,24,24,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,All Ages,45,45,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,11,13,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,23,26,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,18,20,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,27,27,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,85,94,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,26,26,
